"survey","country","regkey","region","entry_year","rows","snow_coverage","snow_pfpr_pct","map_pfpr_pct"
"AO62FL","AGO","mesoendemicstable","AGO:AO62FL:mesoendemicstable",2008,2814,0.995236557729378,18.3195684466853,19.468581739997
"AO62FL","AGO","mesoendemicstable","AGO:AO62FL:mesoendemicstable",2006,2080,0.995236557729378,27.8053819089721,27.2591278989688
"AO62FL","AGO","mesoendemicstable","AGO:AO62FL:mesoendemicstable",2009,2847,0.995236557729378,14.1780976324968,15.4816292855672
"AO62FL","AGO","mesoendemicstable","AGO:AO62FL:mesoendemicstable",2007,2588,0.995236557729378,20.750007353298,24.0318835709416
"AO62FL","AGO","mesoendemicstable","AGO:AO62FL:mesoendemicstable",2010,1394,0.995236557729378,14.6165624957012,12.9976713044266
"AO62FL","AGO","mesoendemicstable","AGO:AO62FL:mesoendemicstable",2011,50,0.995236557729378,7.4247151033324,11.370361894454
"AO62FL","AGO","hyperendemic","AGO:AO62FL:hyperendemic",2008,2714,0.994638916718181,26.8429748821264,21.8836214978285
"AO62FL","AGO","hyperendemic","AGO:AO62FL:hyperendemic",2006,1965,0.994638916718181,38.3826086084123,27.9995426326469
"AO62FL","AGO","hyperendemic","AGO:AO62FL:hyperendemic",2007,2438,0.994638916718181,30.3929630403638,25.0825314858586
"AO62FL","AGO","hyperendemic","AGO:AO62FL:hyperendemic",2009,2611,0.994638916718181,21.4212763028339,20.2298974899322
"AO62FL","AGO","hyperendemic","AGO:AO62FL:hyperendemic",2010,1341,0.994638916718181,21.5868325207887,19.9664466775642
"AO62FL","AGO","hyperendemic","AGO:AO62FL:hyperendemic",2011,59,0.994638916718181,9.93258977034079,19.1599537598204
"AO62FL","AGO","mesoendemicunstable","AGO:AO62FL:mesoendemicunstable",2009,2943,0.975504432522902,9.70269901348204,14.3641498707133
"AO62FL","AGO","mesoendemicunstable","AGO:AO62FL:mesoendemicunstable",2007,2637,0.975504432522902,15.1178092127217,20.0954031520791
"AO62FL","AGO","mesoendemicunstable","AGO:AO62FL:mesoendemicunstable",2006,2085,0.975504432522902,20.7627658219617,20.1165242064667
"AO62FL","AGO","mesoendemicunstable","AGO:AO62FL:mesoendemicunstable",2010,1564,0.975504432522902,10.162909473162,12.1070950677439
"AO62FL","AGO","mesoendemicunstable","AGO:AO62FL:mesoendemicunstable",2008,2829,0.975504432522902,13.2812029939087,17.6611961720945
"AO62FL","AGO","mesoendemicunstable","AGO:AO62FL:mesoendemicunstable",2011,69,0.975504432522902,4.47280936038864,10.8050780153413
"AO62FL","AGO","luanda","AGO:AO62FL:luanda",2006,1820,0.992127680705875,7.32679598614158,8.88250502024571
"AO62FL","AGO","luanda","AGO:AO62FL:luanda",2010,974,0.992127680705875,4.36175354363462,5.5902011263679
"AO62FL","AGO","luanda","AGO:AO62FL:luanda",2008,2176,0.992127680705875,6.18584856998541,4.93399203959935
"AO62FL","AGO","luanda","AGO:AO62FL:luanda",2007,2003,0.992127680705875,6.90835749543672,6.07349441169455
"AO62FL","AGO","luanda","AGO:AO62FL:luanda",2009,2156,0.992127680705875,4.63328318217928,4.92126701507732
"AO62FL","AGO","luanda","AGO:AO62FL:luanda",2011,24,0.992127680705875,1.07559714285072,6.19911352444937
"AO71FL","AGO","lundasul","AGO:AO71FL:lundasul",2015,125,0.999901455189114,12.5339850406411,19.377719176418
"AO71FL","AGO","lundasul","AGO:AO71FL:lundasul",2013,436,0.999901455189114,13.6939524273466,21.7975861581815
"AO71FL","AGO","lundasul","AGO:AO71FL:lundasul",2014,395,0.999901455189114,12.9951193096092,22.1410706509588
"AO71FL","AGO","lundasul","AGO:AO71FL:lundasul",2012,394,0.999901455189114,12.9832180786731,17.7900815660802
"AO71FL","AGO","lundasul","AGO:AO71FL:lundasul",2011,357,0.999901455189114,10.9250586154787,14.956425191936
"AO71FL","AGO","namibe","AGO:AO71FL:namibe",2015,122,0.757130592104608,3.30064280797193,5.78194960171812
"AO71FL","AGO","namibe","AGO:AO71FL:namibe",2012,300,0.757130592104608,2.55343832555134,6.57477323761401
"AO71FL","AGO","namibe","AGO:AO71FL:namibe",2013,349,0.757130592104608,3.1404907573177,6.6696325538223
"AO71FL","AGO","namibe","AGO:AO71FL:namibe",2011,321,0.757130592104608,1.44150454031167,6.85986740999607
"AO71FL","AGO","namibe","AGO:AO71FL:namibe",2014,379,0.757130592104608,3.41447858946233,6.36807759896244
"AO71FL","AGO","namibe","AGO:AO71FL:namibe",2010,40,0.757130592104608,4.5419857563352,7.34513752849614
"AO71FL","AGO","lundanorte","AGO:AO71FL:lundanorte",2014,562,0.996850914893056,14.5956943563699,25.1362312929496
"AO71FL","AGO","lundanorte","AGO:AO71FL:lundanorte",2011,450,0.996850914893056,7.35330556926635,19.7658358563263
"AO71FL","AGO","lundanorte","AGO:AO71FL:lundanorte",2015,144,0.996850914893056,14.3328803537469,22.6447003158419
"AO71FL","AGO","lundanorte","AGO:AO71FL:lundanorte",2012,519,0.996850914893056,12.836292871976,21.9592008811252
"AO71FL","AGO","lundanorte","AGO:AO71FL:lundanorte",2013,528,0.996850914893056,15.5676104906016,25.2627120449645
"AO71FL","AGO","malanje","AGO:AO71FL:malanje",2011,597,0.999712872929015,17.0753351013318,21.8201115440146
"AO71FL","AGO","malanje","AGO:AO71FL:malanje",2015,179,0.999712872929015,16.3806715792774,19.2281609963587
"AO71FL","AGO","malanje","AGO:AO71FL:malanje",2013,662,0.999712872929015,18.3098057428172,14.297776044037
"AO71FL","AGO","malanje","AGO:AO71FL:malanje",2012,662,0.999712872929015,17.8019585593772,16.5257336591979
"AO71FL","AGO","malanje","AGO:AO71FL:malanje",2014,640,0.999712872929015,17.1022765698474,14.797641481536
"AO71FL","AGO","huila","AGO:AO71FL:huila",2011,785,0.999999989235965,4.48044636099099,11.535598901759
"AO71FL","AGO","huila","AGO:AO71FL:huila",2013,835,0.999999989235965,7.19977320758148,7.82018987339535
"AO71FL","AGO","huila","AGO:AO71FL:huila",2014,807,0.999999989235965,6.46202166060678,6.76368178725245
"AO71FL","AGO","huila","AGO:AO71FL:huila",2012,785,0.999999989235965,6.13207902233999,9.2276977064642
"AO71FL","AGO","huila","AGO:AO71FL:huila",2015,274,0.999999989235965,6.50656788482026,5.97152667463904
"AO71FL","AGO","huila","AGO:AO71FL:huila",2010,79,0.999999989235965,10.3190941194772,13.8658352285641
"AO71FL","AGO","lundanorte","AGO:AO71FL:lundanorte",2010,56,0.996850914893056,21.9476384762323,19.9723624390973
"AO71FL","AGO","cuanzasul","AGO:AO71FL:cuanzasul",2015,168,0.999101706525275,10.5562323950403,22.6135991961262
"AO71FL","AGO","cuanzasul","AGO:AO71FL:cuanzasul",2013,658,0.999101706525275,11.7400114333799,14.2673127127188
"AO71FL","AGO","cuanzasul","AGO:AO71FL:cuanzasul",2012,627,0.999101706525275,10.9409522175288,13.7285498116492
"AO71FL","AGO","cuanzasul","AGO:AO71FL:cuanzasul",2014,672,0.999101706525275,11.0388206763942,16.6537669848872
"AO71FL","AGO","cuanzasul","AGO:AO71FL:cuanzasul",2011,593,0.999101706525275,8.50206440774855,15.6444081236124
"AO71FL","AGO","bie","AGO:AO71FL:bie",2015,94,0.999999990109665,7.81195905988577,25.9405037933311
"AO71FL","AGO","bie","AGO:AO71FL:bie",2014,322,0.999999990109665,7.97226472923327,18.4191161455706
"AO71FL","AGO","bie","AGO:AO71FL:bie",2012,332,0.999999990109665,6.8756367032553,9.50502030511169
"AO71FL","AGO","bie","AGO:AO71FL:bie",2013,313,0.999999990109665,8.30753023765145,13.4299062070013
"AO71FL","AGO","bie","AGO:AO71FL:bie",2011,319,0.999999990109665,3.28103039799379,8.18229783735329
"AO71FL","AGO","luanda","AGO:AO71FL:luanda",2015,191,0.992143320635099,3.29979464820459,8.04206150947591
"AO71FL","AGO","luanda","AGO:AO71FL:luanda",2011,567,0.992143320635099,1.2341454604885,6.24746381489993
"AO71FL","AGO","luanda","AGO:AO71FL:luanda",2012,579,0.992143320635099,2.36892616988172,6.68189608531761
"AO71FL","AGO","luanda","AGO:AO71FL:luanda",2013,589,0.992143320635099,3.05496734709961,7.27380219065444
"AO71FL","AGO","luanda","AGO:AO71FL:luanda",2014,580,0.992143320635099,3.29253807112864,7.69791329492149
"AO71FL","AGO","bengo","AGO:AO71FL:bengo",2015,118,0.99508678836188,4.62027586011813,8.87972580557342
"AO71FL","AGO","bengo","AGO:AO71FL:bengo",2011,346,0.99508678836188,2.41550149269616,7.9480750489696
"AO71FL","AGO","bengo","AGO:AO71FL:bengo",2014,347,0.99508678836188,4.4498707649766,8.95385775949843
"AO71FL","AGO","bengo","AGO:AO71FL:bengo",2010,34,0.99508678836188,6.86057792111928,7.71637005155113
"AO71FL","AGO","bengo","AGO:AO71FL:bengo",2012,326,0.99508678836188,3.69038915876636,8.21152252040185
"AO71FL","AGO","bengo","AGO:AO71FL:bengo",2013,328,0.99508678836188,4.45098637781307,8.85112426210845
"AO71FL","AGO","malanje","AGO:AO71FL:malanje",2010,73,0.999712872929015,28.4299184169261,26.9218152197033
"AO71FL","AGO","huambo","AGO:AO71FL:huambo",2014,723,0.999999944260831,3.38057036232362,4.55428141473659
"AO71FL","AGO","huambo","AGO:AO71FL:huambo",2015,212,0.999999944260831,3.40224437403035,4.60470589550389
"AO71FL","AGO","huambo","AGO:AO71FL:huambo",2013,753,0.999999944260831,3.37253072938206,4.41828605548982
"AO71FL","AGO","huambo","AGO:AO71FL:huambo",2011,706,0.999999944260831,0.575546996667478,4.57730764180326
"AO71FL","AGO","huambo","AGO:AO71FL:huambo",2012,728,0.999999944260831,2.16559876456924,4.2718793130358
"AO71FL","AGO","huambo","AGO:AO71FL:huambo",2010,89,0.999999944260831,3.82654061252375,5.6212570246237
"AO71FL","AGO","benguela","AGO:AO71FL:benguela",2014,786,0.998964128126564,5.62132162577859,9.87496505979692
"AO71FL","AGO","benguela","AGO:AO71FL:benguela",2013,782,0.998964128126564,5.94920633452811,9.6016585353595
"AO71FL","AGO","benguela","AGO:AO71FL:benguela",2011,749,0.998964128126564,2.13466299615871,9.44526653569349
"AO71FL","AGO","benguela","AGO:AO71FL:benguela",2015,210,0.998964128126564,5.48901996257395,10.1429877646779
"AO71FL","AGO","benguela","AGO:AO71FL:benguela",2012,766,0.998964128126564,4.43859585733694,8.97216514295929
"AO71FL","AGO","benguela","AGO:AO71FL:benguela",2010,69,0.998964128126564,9.28919421220937,10.8971020267377
"AO71FL","AGO","moxico","AGO:AO71FL:moxico",2013,564,0.994928589816712,12.3440950311824,27.7139671878193
"AO71FL","AGO","moxico","AGO:AO71FL:moxico",2012,524,0.994928589816712,11.6278184918927,20.7279637314682
"AO71FL","AGO","moxico","AGO:AO71FL:moxico",2014,609,0.994928589816712,10.96266726014,31.5194539301826
"AO71FL","AGO","moxico","AGO:AO71FL:moxico",2011,500,0.994928589816712,10.3953022318053,15.9007172154964
"AO71FL","AGO","zaire","AGO:AO71FL:zaire",2014,386,0.96018070180533,29.866393920776,19.8133598404497
"AO71FL","AGO","zaire","AGO:AO71FL:zaire",2010,49,0.96018070180533,48.262811272697,28.9656016216805
"AO71FL","AGO","zaire","AGO:AO71FL:zaire",2015,112,0.96018070180533,28.4005066443863,19.8632733875187
"AO71FL","AGO","zaire","AGO:AO71FL:zaire",2012,335,0.96018070180533,33.7625154541871,22.9041910033223
