"fit_id","age_band","pfpr_pct","log_hazard_ratio","standard_error","lower_95","upper_95","pfpr_min","pfpr_p025","pfpr_p975","pfpr_max","within_observed_support","within_central_support","reference_within_observed_support"
"reference","<1",0,0.0310037634210232,0.0146467710921341,0.0022960920804403,0.0597114347616061,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,FALSE,FALSE,TRUE
"reference","<1",0.0164865959077473,0.0309781751513938,0.0146346147140519,0.00229433031185205,0.0596620199909356,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,FALSE,TRUE
"reference","<1",0.5,0.0302277314179143,0.014278108392681,0.0022426389682595,0.058212823867569,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,FALSE,TRUE
"reference","<1",1,0.0294517028270803,0.0139094774342658,0.00218912705591924,0.0567142785982414,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,FALSE,TRUE
"reference","<1",1.5,0.0286756811771036,0.0135408889810349,0.00213553877427508,0.055215823579932,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,FALSE,TRUE
"reference","<1",1.76782403096607,0.0282600107655608,0.0133434764542076,0.00210679691531397,0.0544132246158076,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",2,0.0278996699965873,0.0131723536008053,0.00208185693900891,0.0537174830541657,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",2.5,0.0271236728141347,0.0128038816449472,0.00202806479003822,0.0522192808382312,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",3,0.0263476931583492,0.0124354832282705,0.00197414603093895,0.0507212402857594,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",3.5,0.0255717345578338,0.0120671682088561,0.0019200848684758,0.0492233842471918,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",4,0.0247958005411919,0.0116989461678304,0.00186586605224436,0.0477257350301395,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",4.5,0.0240198946370269,0.0113308263890807,0.00181147491442869,0.046228314359625,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",5,0.0232440203739417,0.0109628178389103,0.00175689740967764,0.0447311433382059,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",5.5,0.0224681812805399,0.0105949291456312,0.00170212015510278,0.0432342424059771,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",6,0.0216923808854246,0.0102271685790943,0.00164713047039984,0.0417376313004494,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",6.5,0.0209166227171991,0.00985954403015486,0.00159191641809557,0.0402413290163026,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",7,0.0201409103044666,0.00949206299007448,0.00153646684392064,0.0387453537650126,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",7.5,0.0193652471758304,0.00912473252985786,0.00148077141730904,0.0372497229343518,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",8,0.0185896368598938,0.00875755927952565,0.00142482067202353,0.0357544530477641,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",8.5,0.01781408288526,0.00839054940732349,0.00136860604690596,0.034259559723614,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",9,0.0170385887805323,0.00802370859886816,0.00131211992675065,0.0327650576343139,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",9.5,0.0162631580743138,0.00765704203623262,0.00125535568329789,0.0312709604653298,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",10,0.015487794295208,0.00729055437697127,0.00119830771634431,0.0297772808740717,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",10.5,0.014712500971818,0.00692424973308806,0.00114097149496542,0.0282840304486706,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",11,0.0139372816327471,0.00655813164994997,0.00108334359884519,0.0267912196666491,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",11.5,0.0131621398065986,0.00619220308514915,0.00102542175970629,0.025298857853491,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",12,0.0123870790219757,0.00582646638731735,0.000967204902833712,0.0238069531411177,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",12.5,0.0116121028074817,0.00546092327489701,0.000908693188683536,0.0223155124262798,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",13,0.0108372146917198,0.00509557481487363,0.000849888054567472,0.0208245413288721,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",13.5,0.0100624182032933,0.00473042140147482,0.000790792256402651,0.019334044150184,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",14,0.00928771687080544,0.00436546273484202,0.000731409910515079,0.0178440238310958,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",14.5,0.0085131142228595,0.00400069779968144,0.000671746535483886,0.0163544819102351,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",15,0.00773861378805873,0.00363612484390138,0.000611809094012019,0.0148654184821054,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",15.5,0.00696421909500637,0.00327174135724418,0.000551606034807782,0.013376832155205,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",16,0.0061899336723057,0.00290754404992159,0.000491147334459386,0.011888720010152,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",16.5,0.00541576104855995,0.00254352883126421,0.000430444539282088,0.0104010775578378,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",17,0.00464170475237243,0.00217969078839799,0.000369510807112361,0.0089138986976325,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",17.5,0.00386776831234634,0.00181602416496672,0.000308360949011573,0.0074271756756811,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",18,0.00309395525708496,0.00145252233993816,0.000247011470806175,0.00594089904336375,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",18.5,0.00232026911519157,0.00108917780660137,0.000185480614252886,0.00445505761613025,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",19,0.00154671341526938,0.000725982152248266,0.00012378839686278,0.00296963843367598,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",19.5,0.000773291038098813,0.000362926067221698,6.1955946344285e-05,0.00148462612985334,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",20,0,0,0,0,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",20.5,-0.000773163893328846,0.000362804701927644,-0.00148426110910703,-6.2066677550665e-05,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",21,-0.00154620484728432,0.00072549562851305,-0.0029681762791699,-0.00012423341539874,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",21.5,-0.00231912706726297,0.00108807935775351,-0.00445176260845986,-0.000186491526066088,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",22,-0.00309193475866141,0.00145056150675802,-0.00593503531190712,-0.000248834205415698,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",22.5,-0.00386463212687619,0.00181294678294477,-0.00741800782144795,-0.000311256432304435,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",23,-0.0046372233773039,0.00217523903535366,-0.00890069188659707,-0.000373754868010737,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",23.5,-0.00540971271534112,0.00253744130605861,-0.010383097675216,-0.000436327755466243,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",24,-0.00618210434638443,0.00289955588166709,-0.0118652338744519,-0.000498974818316945,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",24.5,-0.0069544024758304,0.00326158434489495,-0.0133471077918245,-0.000561697159836306,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",25,-0.00772661130907562,0.0036235276262071,-0.0148287254564415,-0.000624497161709703,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",25.5,-0.00849873505151666,0.00398538605551526,-0.0163100917203266,-0.000687378382706752,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",26,-0.0092707779085501,0.0043471594139259,-0.0177912103598449,-0.000750345457255332,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",26.5,-0.0100427440855725,0.00470884698553259,-0.0192720841772164,-0.000813403993928645,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",27,-0.0108146377879805,0.00507044760924807,-0.0207527151021067,-0.000876560473854279,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",27.5,-0.0115864632211706,0.00543195973067271,-0.0222331042932891,-0.000939822149052109,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",28,-0.0123582245905395,0.00579338145399673,-0.0237132522403731,-0.00100319694070586,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",28.5,-0.0131299261014836,0.0061547105939348,-0.0251931588655958,-0.00106669333737137,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",29,-0.0139015719593996,0.00651594472769218,-0.0266728236256763,-0.00113032029312291,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
"reference","<1",29.5,-0.014673166369684,0.00687708124696248,-0.0281522456137305,-0.00119408712563758,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE,TRUE,TRUE
